EncryptId,Subject,Course,Section,Term,Course_Hours_Attempted,Mid_Term_Grade,Final_Grade,Meeting_Days,Start_Time,End_Time
6467132,ACC,343,1,201110,3,,A,MW,1300.0,1415.0
6467132,ACC,453,1,201110,3,,A,TR,1400.0,1515.0
6467132,ACC,457,1,201110,3,,B,MW,1425.0,1540.0
6467132,ACC,465,1,201110,3,,A,TR,1100.0,1215.0
6467132,COM,111,13,201110,3,,A,M,1800.0,2030.0
19190691,SPH,130,1,201110,3,,A,TR,930.0,1045.0
19190691,SPH,233,20,201110,3,,B,TR,1700.0,1830.0
4124661,ACC,231,1,201110,3,,B,MW,1300.0,1415.0
4124661,CSC,241,1,201110,3,,C,MWF,1000.0,1050.0
4124661,CSC,331,1,201110,3,,C,TR,930.0,1045.0
4124661,CSC,343,1,201110,3,,F,TR,1100.0,1215.0
23731144,BIO,407,1,201110,3,,B,MWF,1000.0,1050.0
20377376,HMS,353,501,201110,3,,A,,,
20377376,RHB,220,1,201110,3,,A,MWF,1100.0,1150.0
20377376,RHB,222,501,201110,3,,B,,,
20377376,RHB,383,1,201110,3,,B,MWF,1200.0,1250.0
185083,ACC,231,2,201110,3,,C,TR,800.0,915.0
185083,BCM,247,2,201110,3,,C,MWF,900.0,950.0
185083,CSC,102,1,201110,3,,W6,MWF,800.0,850.0
185083,GBU,321,1,201110,3,,B,TR,930.0,1045.0
185083,SPA,131,8,201110,4,,B,MWF,1000.0,1050.0
185083,SPA,131,30,201110,0,,,MTWRF,,
23547594,CSC,342,1,201110,3,,B,MWF,1000.0,1050.0
23547594,CSC,425,1,201110,3,,B,TR,800.0,915.0
23547594,CSC,475,2,201110,1,,B,TR,1530.0,1645.0
19539773,ACC,232,2,201110,3,,F,MWF,1100.0,1150.0
19539773,CSC,214,1,201110,3,,F,MWF,900.0,950.0
19539773,CSC,241,1,201110,3,,F,MWF,1000.0,1050.0
19539773,MTH,143,2,201110,3,,F,MW,1300.0,1415.0
3595370,GEO,305,1,201110,3,,A,MW,1400.0,1515.0
3595370,GEO,315,1,201110,3,,W6,R,1600.0,1830.0
3595370,GIS,224,1,201110,3,,B,MW,1000.0,1050.0
3595370,GIS,224,21,201110,0,,,T,1400.0,1645.0
21139052,GOL,132,1,201110,4,,C,MWF,900.0,950.0
21139052,GOL,132,61,201110,0,,,T,1700.0,1850.0
21139052,HIS,133,2,201110,3,,C,MWF,800.0,850.0
21139052,MTH,098,7,201110,3,,RB,TR,930.0,1045.0
24533916,HMS,443,602,201110,3,,A,T,1530.0,1645.0
27759653,CSC,102,2,201110,3,,A,MWF,900.0,950.0
29615996,ECO,331,1,201110,3,,A,TR,1400.0,1515.0
29615996,MGT,370,500,201110,3,,A,R,1845.0,2115.0
29615996,MKT,351,600,201110,3,,A,T,1845.0,2115.0
3050150,COM,111,15,201110,3,,A,T,1800.0,2030.0
3050150,MTH,333,1,201110,4,,D,M,1300.0,1415.0
3050150,MTH,333,1,201110,4,,D,TR,1100.0,1215.0
26615786,ACC,231,5,201110,3,,B,TR,1400.0,1515.0
26615786,GBU,310,500,201110,3,,W6,,,
26615786,MKT,351,7,201110,3,,W6,TR,1230.0,1345.0
26615786,MKT,353,1,201110,3,,C,TR,1100.0,1215.0
13531321,AST,105,1,201110,3,,F,MWF,1100.0,1150.0
13531321,AST,105L,26,201110,1,,F,W,1300.0,1450.0
13531321,CSC,101,6,201110,3,,C,TR,1230.0,1345.0
13531321,KIN,110L,9,201110,2,,B,TR,800.0,915.0
13531321,KIN,221L,5,201110,1,,A,TR,930.0,1045.0
13531321,MTH,099,12,201110,3,,RF,MWF,1000.0,1050.0
4379717,HMS,353,501,201110,3,,A,,,
4379717,SPE,434,501,201110,3,,A,,,
18647393,CSC,121,6,201110,3,,A,TR,1400.0,1515.0
18647393,HIS,134,40,201110,3,,B,M,1600.0,1830.0
18647393,MTH,099,7,201110,3,,RB,MWF,800.0,850.0
18647393,MUS,140,2,201110,3,,B,MWF,1000.0,1050.0
24829717,GBU,325,500,201110,3,,B,,,
24829717,MGT,371,500,201110,3,,B,W,1600.0,1830.0
12403206,NUR,306,6,201110,6,,A,T,1300.0,1600.0
12403206,NUR,306,15,201110,0,,,WR,645.0,1200.0
12403206,NUR,307,4,201110,2,,B,M,800.0,1000.0
12403206,NUR,307,16,201110,0,,,TR,1530.0,1730.0
12403206,NUR,308,1,201110,3,,B,T,900.0,1200.0
27419768,BCM,247,1,201110,3,,C,MWF,800.0,850.0
27419768,CSC,102,2,201110,3,,C,MWF,900.0,950.0
27419768,FIN,333,2,201110,3,,W6,MW,1430.0,1545.0
27419768,GBU,325,1,201110,3,,C,TR,930.0,1045.0
27419768,MGT,370,4,201110,3,,C,TR,1230.0,1345.0
12720287,ACC,343,1,201110,3,,D,MW,1300.0,1415.0
12720287,BLW,468,20,201110,3,,B,T,1845.0,2115.0
12720287,MGT,373,1,201110,3,,B,TR,800.0,915.0
12720287,MGT,463,3,201110,3,,C,TR,1100.0,1215.0
12089632,HMS,102,501,201110,3,,C,,,
12089632,HMS,139,1,201110,2,,A,T,930.0,1030.0
12089632,HMS,139L,50,201110,1,,A,T,1031.0,1230.0
12089632,HMS,139L,50,201110,1,,A,R,1031.0,1150.0
12089632,HMS,222,1,201110,3,,D,MWF,1000.0,1050.0
12089632,HMS,253,1,201110,3,,A,TR,1400.0,1515.0
11278480,MTH,234,2,201110,4,,C,W,1300.0,1415.0
11278480,MTH,234,2,201110,4,,C,TR,930.0,1045.0
10615830,CSC,343,1,201110,3,,B,TR,1100.0,1215.0
10615830,CSC,351,1,201110,3,,A,MWF,800.0,850.0
10615830,CSC,475,2,201110,1,,B,TR,1530.0,1645.0
26930252,CSC,425,1,201110,3,,C,TR,800.0,915.0
26930252,CSC,431,1,201110,3,,B,TR,1230.0,1345.0
26930252,CSC,475,2,201110,1,,C,TR,1530.0,1645.0
26930252,MTH,234,2,201110,4,,D,W,1300.0,1415.0
26930252,MTH,234,2,201110,4,,D,TR,930.0,1045.0
23291903,FIN,369,500,201110,3,,A,,,
23291903,FIN,401,1,201110,3,,A,MW,1300.0,1415.0
23291903,FIN,433,1,201110,3,,A,MW,1100.0,1215.0
23291903,FIN,490,1,201110,3,,P,T,1600.0,1830.0
23291903,MGT,371,2,201110,3,,A,TR,930.0,1045.0
13979071,CSC,343,1,201110,3,,C,TR,1100.0,1215.0
13979071,ENG,273,593,201110,3,,F,,,
13979071,GOL,132,3,201110,4,,B,TR,1230.0,1345.0
13979071,GOL,132,62,201110,0,,,W,1500.0,1650.0
13979071,MTH,234,2,201110,4,,C,W,1300.0,1415.0
13979071,MTH,234,2,201110,4,,C,TR,930.0,1045.0
5493162,FIN,333,1,201110,3,,F,MW,1300.0,1415.0
5493162,MGT,370,1,201110,3,,D,MW,1430.0,1545.0
15656384,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
15656384,CSC,331,1,201110,3,,C,TR,930.0,1045.0
15656384,CSC,353,1,201110,3,,B,TR,1100.0,1215.0
29882597,ENG,362,90,201110,3,,B,MW,1400.0,1515.0
29882597,ENG,381,501,201110,3,,F,,,
29882597,ENG,461,90,201110,3,,B,TR,1230.0,1345.0
29882597,ENG,467,91,201110,3,,P,F,1700.0,1850.0
29882597,HIS,152,2,201110,3,,W6,TR,1100.0,1215.0
8659270,CSC,121,1,201110,3,,A,MWF,800.0,850.0
8659270,ECO,339,1,201110,3,,C,MWF,900.0,950.0
8659270,FIN,357,1,201110,3,,C,TR,1400.0,1515.0
8659270,MGT,371,2,201110,3,,C,TR,930.0,1045.0
14028642,MKT,353,1,201110,3,,D,TR,1100.0,1215.0
14028642,MKT,355,2,201110,3,,W6,TR,1400.0,1515.0
14028642,MKT,425,1,201110,3,,W6,MW,1300.0,1415.0
13740594,HMS,100,601,201110,3,,A,,,
13740594,HMS,146,501,201110,3,,A,,,
13740594,HMS,239,501,201110,3,,B,,,
13740594,HMS,242,501,201110,3,,A,,,
13740594,HMS,336,501,201110,3,,B,,,
6477609,ENG,461,90,201110,3,,B,TR,1230.0,1345.0
6477609,MCM,403,1,201110,3,,C,R,1600.0,1830.0
6477609,MCM,421,91,201110,3,,C,MWF,900.0,950.0
6477609,MCM,430,1,201110,3,,D,W,1600.0,1830.0
27510422,ANS,201,1,201110,3,,A,MWR,1500.0,1900.0
27510422,ECO,232,2,201110,3,,D,MWF,1000.0,1050.0
27510422,ECO,353,1,201110,3,,D,TR,1100.0,1215.0
8867568,CSC,241,1,201110,3,,F,MWF,1000.0,1050.0
8867568,CSC,331,1,201110,3,,F,TR,930.0,1045.0
8867568,ECO,339,2,201110,3,,B,MWF,1100.0,1150.0
8867568,ENG,132,17,201110,3,,W6,MWF,1500.0,1550.0
8867568,HIS,151,1,201110,3,,W6,MWF,800.0,850.0
8867568,MGT,371,3,201110,3,,C,TR,1230.0,1345.0
18685078,AST,105,1,201110,3,,C,MWF,1100.0,1150.0
18685078,AST,105L,520,201110,1,,C,,,
18685078,CSC,331,1,201110,3,,C,TR,930.0,1045.0
18685078,CSC,343,1,201110,3,,C,TR,1100.0,1215.0
18685078,CSC,425,1,201110,3,,B,TR,800.0,915.0
18685078,PSC,142,6,201110,3,,B,MWF,1000.0,1050.0
24207515,ART,412,3,201110,3,,A,MW,1400.0,1640.0
24207515,ART,463,1,201110,3,,W6,TR,1400.0,1640.0
24207515,ART,480,1,201110,3,,C,TR,1100.0,1215.0
24207515,AST,105,502,201110,3,,D,,,
24207515,AST,105L,520,201110,1,,D,,,
16768038,AST,105,3,201110,3,,B,TR,1100.0,1215.0
16768038,AST,105L,25,201110,1,,B,T,1630.0,1820.0
16768038,CSC,102,5,201110,3,,A,TR,800.0,915.0
16768038,MTH,133,4,201110,3,,A,TR,930.0,1045.0
12079967,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
12079967,CSC,342,1,201110,3,,C,MWF,1000.0,1050.0
12079967,CSC,425,1,201110,3,,D,TR,800.0,915.0
12079967,GEO,131,3,201110,3,,A,MWF,900.0,950.0
27363174,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
27363174,CSC,342,1,201110,3,,A,MWF,1000.0,1050.0
27363174,CSC,343,1,201110,3,,A,TR,1100.0,1215.0
27363174,SPH,130,1,201110,3,,A,TR,930.0,1045.0
4748783,CSC,121,1,201110,3,,A,MWF,800.0,850.0
4748783,MTH,220,2,201110,3,,W6,MWF,900.0,950.0
17285945,MTH,317,1,201110,3,,C,MWF,900.0,950.0
17285945,PHY,333,1,201110,3,,C,MWF,1100.0,1150.0
17285945,PHY,333L,20,201110,1,,C,W,1200.0,1450.0
17285945,PHY,347,1,201110,3,,A,TR,930.0,1045.0
17285945,PHY,475,1,201110,2,,A,,,
30102536,ENG,300,502,201110,3,,A,,,
30102536,ENG,382,91,201110,3,,B,T,1600.0,1830.0
24341609,COM,111,18,201110,3,,A,MW,1600.0,1715.0
24341609,CSC,425,1,201110,3,,C,TR,800.0,915.0
24341609,CSC,475,2,201110,1,,D,TR,1530.0,1645.0
24341609,MTH,234,2,201110,4,,F,W,1300.0,1415.0
24341609,MTH,234,2,201110,4,,F,TR,930.0,1045.0
24341609,PHY,333,1,201110,3,,F,MWF,1100.0,1150.0
24341609,PHY,333L,20,201110,1,,F,W,1200.0,1450.0
7065895,BIO,238,1,201110,4,,B,MWF,900.0,950.0
7065895,BIO,238,27,201110,0,,,W,1700.0,1850.0
7065895,BIO,238,27,201110,0,,,M,1600.0,1650.0
7065895,CHE,331,1,201110,3,,C,M,1400.0,1450.0
7065895,CHE,331,1,201110,3,,C,MWF,800.0,850.0
7065895,CHE,331L,20,201110,1,,C,T,1230.0,1620.0
7065895,ENG,349,1,201110,3,,C,TR,1100.0,1215.0
7065895,PHY,101,1,201110,3,,A,MWF,1000.0,1050.0
7065895,PHY,101L,28,201110,1,,A,W,1200.0,1350.0
4619816,AST,105,502,201110,3,,QF,,,
4619816,AST,105L,520,201110,1,,QF,,,
4619816,GBU,310,500,201110,3,,QF,,,
4619816,GBU,321,500,201110,3,,QF,,,
4619816,MTH,220,502,201110,3,,W6,,,
4619816,MUS,140,501,201110,3,,F,,,
27317938,CSC,102,6,201110,3,,F,TR,930.0,1045.0
27317938,CSC,340,1,201110,3,,QF,MWF,1000.0,1050.0
27317938,ECO,353,1,201110,3,,D,TR,1100.0,1215.0
27317938,ECO,439,1,201110,3,,D,TR,1530.0,1645.0
27317938,SPA,132,8,201110,4,,F,MWF,1400.0,1450.0
27317938,SPA,132,40,201110,0,,,MTWRF,,
20971974,BLW,335,1,201110,3,,D,TR,930.0,1045.0
20971974,FIN,333,2,201110,3,,F,MW,1430.0,1545.0
20971974,GBU,400,1,201110,3,,C,MW,1300.0,1415.0
20971974,GBU,440,1,201110,3,,B,TR,1100.0,1215.0
20971974,GBU,461,600,201110,3,,B,T,1600.0,1830.0
20566456,CSC,323,1,201110,3,,B,MWF,1100.0,1150.0
20566456,CSC,342,1,201110,3,,C,MWF,1000.0,1050.0
20566456,CSC,425,1,201110,3,,F,TR,800.0,915.0
20566456,CSC,431,1,201110,3,,D,TR,1230.0,1345.0
20566456,CSC,475,2,201110,1,,C,TR,1530.0,1645.0
20566456,MTH,305,1,201110,3,,C,TR,930.0,1045.0
27351015,ART,463,1,201110,3,,A,TR,1400.0,1640.0
27351015,ART,464,1,201110,3,,A,MW,1400.0,1640.0
27351015,CSC,343,1,201110,3,,D,TR,1100.0,1215.0
27351015,CSC,431,1,201110,3,,A,TR,1230.0,1345.0
29278292,CSC,331,1,201110,3,,A,TR,930.0,1045.0
29278292,CSC,351,1,201110,3,,A,MWF,800.0,850.0
29278292,CSC,353,1,201110,3,,A,TR,1100.0,1215.0
29278292,CSC,475,1,201110,3,,A,TR,1530.0,1645.0
29278292,MTC,461,1,201110,3,,B,MWF,900.0,950.0
18085028,BCM,247,1,201110,3,,B,MWF,800.0,850.0
18085028,CSC,102,2,201110,3,,C,MWF,900.0,950.0
18085028,PHY,101,3,201110,3,,C,TR,930.0,1045.0
18085028,PHY,101L,24,201110,1,,C,T,1230.0,1420.0
18085028,PSC,141,4,201110,3,,D,MWF,1000.0,1050.0
28895788,COM,111,6,201110,3,,B,R,1230.0,1345.0
28895788,COM,111,6,201110,3,,B,T,1230.0,1345.0
28895788,GBU,325,1,201110,3,,B,TR,930.0,1045.0
28895788,MGT,370,2,201110,3,,B,TR,800.0,915.0
28895788,MKT,351,2,201110,3,,C,MW,1300.0,1415.0
3165568,HSC,235,1,201110,3,,A,TR,1100.0,1215.0
3165568,HSC,425,1,201110,3,,B,TR,1400.0,1515.0
3165568,KIN,417,2,201110,3,,B,MWF,1100.0,1150.0
3165568,KIN,417L,23,201110,1,,B,R,900.0,1050.0
3165568,KIN,450,1,201110,3,,B,MW,1200.0,1315.0
3165568,KIN,450L,20,201110,1,,B,MW,1325.0,1415.0
15993887,CJS,312,1,201110,3,,C,MW,1300.0,1415.0
15993887,CJS,411,1,201110,3,,C,MWF,1000.0,1050.0
15993887,GOL,131,4,201110,4,,C,TR,930.0,1045.0
15993887,GOL,131,30,201110,0,,,R,1300.0,1450.0
15993887,SOC,378,1,201110,3,,C,MWF,900.0,950.0
2905001,ART,261,1,201110,3,,W6,TR,800.0,1040.0
2905001,CSC,202,1,201110,3,,F,MW,1430.0,1545.0
2905001,CSC,351,1,201110,3,,QF,MWF,800.0,850.0
2905001,CSC,353,1,201110,3,,F,TR,1100.0,1215.0
2905001,GOL,132,1,201110,4,,W6,MWF,900.0,950.0
2905001,GOL,132,63,201110,0,,,R,1300.0,1450.0
16462281,CSC,241,1,201110,3,,B,MWF,1000.0,1050.0
16462281,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
16462281,CSC,343,1,201110,3,,W6,TR,1100.0,1215.0
16462281,CSC,431,1,201110,3,,A,TR,1230.0,1345.0
16983851,CSC,101,2,201110,3,,A,MWF,1100.0,1150.0
16983851,CSC,425,1,201110,3,,F,TR,800.0,915.0
16983851,CSC,431,1,201110,3,,A,TR,1230.0,1345.0
16983851,MTH,234,2,201110,4,,F,W,1300.0,1415.0
16983851,MTH,234,2,201110,4,,F,TR,930.0,1045.0
18455061,CSC,241,1,201110,3,,QF,MWF,1000.0,1050.0
18455061,MTH,305,1,201110,3,,QF,TR,930.0,1045.0
18455061,MTH,439,1,201110,3,,QF,TR,800.0,915.0
18292563,COM,170,5,201110,3,,D,TR,1230.0,1345.0
18292563,GOL,131,5,201110,4,,D,TR,1100.0,1215.0
18292563,GOL,131,26,201110,0,,,W,1300.0,1450.0
18292563,KIN,114L,1,201110,2,,B,MWF,1000.0,1050.0
18292563,MTH,099,21,201110,3,,RD,MWF,900.0,950.0
26942438,BLW,335,2,201110,3,,B,TR,1100.0,1215.0
26942438,CSC,431,1,201110,3,,B,TR,1230.0,1345.0
26942438,ECO,339,1,201110,3,,C,MWF,900.0,950.0
26942438,FIN,333,2,201110,3,,D,MW,1430.0,1545.0
24468891,ART,280,4,201110,3,,C,TR,1400.0,1515.0
24468891,CSC,214,1,201110,3,,F,MWF,900.0,950.0
24468891,CSC,241,1,201110,3,,F,MWF,1000.0,1050.0
24468891,MTH,139,1,201110,3,,W6,TR,930.0,1045.0
29475797,COM,170,6,201110,3,,W6,W,1600.0,1830.0
29475797,MCM,101,1,201110,3,,F,TR,1230.0,1345.0
29475797,MCM,112,1,201110,3,,C,MWF,1000.0,1050.0
29475797,PSC,141,3,201110,3,,F,TR,1100.0,1215.0
4179036,ENG,229,2,201110,3,,B,TR,930.0,1045.0
4179036,ENG,273,591,201110,3,,C,,,
4179036,MTH,220,501,201110,3,,C,,,
4179036,MTH,333,1,201110,4,,D,M,1300.0,1415.0
4179036,MTH,333,1,201110,4,,D,TR,1100.0,1215.0
1673719,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
1673719,CSC,331,1,201110,3,,F,TR,930.0,1045.0
1673719,CSC,342,1,201110,3,,D,MWF,1000.0,1050.0
1673719,CSC,353,1,201110,3,,QF,TR,1100.0,1215.0
20189696,MTH,317,1,201110,3,,A,MWF,900.0,950.0
20189696,PHY,333,1,201110,3,,C,MWF,1100.0,1150.0
20189696,PHY,333L,20,201110,1,,C,W,1200.0,1450.0
20189696,PHY,347,1,201110,3,,A,TR,930.0,1045.0
20189696,PHY,475,1,201110,2,,A,,,
3270971,ART,400,1,201110,3,,B,MW,1400.0,1640.0
3270971,ART,440,1,201110,3,,B,MW,1100.0,1340.0
3270971,ART,463,1,201110,3,,B,TR,1400.0,1640.0
3270971,ART,480,1,201110,3,,B,TR,1100.0,1215.0
3270971,ART,491,4,201110,3,,A,,,
9616358,MTH,138,7,201110,3,,F,TR,930.0,1045.0
9616358,MUS,140,9,201110,3,,A,TR,1100.0,1215.0
13971105,ACC,231,3,201110,3,,W6,TR,1100.0,1215.0
13971105,BCM,247,5,201110,3,,B,MW,1100.0,1215.0
13971105,ECO,231,3,201110,3,,D,MW,1300.0,1415.0
13971105,PHI,153,3,201110,3,,C,TR,1230.0,1345.0
22151418,CSC,211,1,201110,3,,A,TR,1230.0,1345.0
22151418,CSC,214,1,201110,3,,B,MWF,900.0,950.0
22151418,CSC,241,1,201110,3,,C,MWF,1000.0,1050.0
22151418,CSC,331,1,201110,3,,B,TR,930.0,1045.0
17037829,GBU,310,500,201110,3,,B,,,
17037829,GBU,321,500,201110,3,,B,,,
17037829,GOL,241,1,201110,4,,C,TR,930.0,1045.0
17037829,GOL,241,11,201110,0,,,T,1400.0,1640.0
17037829,GOL,471,3,201110,2,,A,,,
17037829,MTH,233,3,201110,4,,W6,W,1300.0,1415.0
17037829,MTH,233,3,201110,4,,W6,TR,1100.0,1215.0
24036516,ACC,231,4,201110,3,,A,TR,1230.0,1345.0
24036516,BLW,335,4,201110,3,,C,TR,1400.0,1515.0
24036516,ECO,231,5,201110,3,,C,TR,930.0,1045.0
24036516,MKT,351,6,201110,3,,C,TR,1100.0,1215.0
8335553,ACC,332,1,201110,3,,B,TR,930.0,1045.0
8335553,ACC,333,1,201110,3,,B,TR,1230.0,1345.0
8335553,FIN,333,1,201110,3,,B,MW,1300.0,1415.0
8335553,MGT,370,5,201110,3,,A,TR,1400.0,1515.0
8335553,MKT,351,3,201110,3,,B,MW,1430.0,1545.0
26915883,CSC,102,6,201110,3,,F,TR,930.0,1045.0
26915883,ECO,231,4,201110,3,,D,TR,800.0,915.0
26915883,ENG,222,1,201110,3,,C,MW,1100.0,1215.0
26915883,MTH,220,7,201110,3,,F,TR,1230.0,1345.0
26915883,PSC,141,3,201110,3,,C,TR,1100.0,1215.0
29715550,CSC,121,6,201110,3,,A,TR,1400.0,1515.0
29715550,CSC,343,1,201110,3,,D,TR,1100.0,1215.0
29715550,CSC,425,1,201110,3,,D,TR,800.0,915.0
29715550,GOL,132,3,201110,4,,B,TR,1230.0,1345.0
29715550,GOL,132,61,201110,0,,,T,1700.0,1850.0
13714828,ART,100,1,201110,3,,B,MW,1400.0,1640.0
13714828,ART,130,2,201110,3,,B,MW,1100.0,1340.0
13714828,ART,317,1,201110,3,,A,MW,800.0,1040.0
13714828,CSC,340,2,201110,3,,C,TR,930.0,1045.0
6682998,BLW,335,4,201110,3,,B,TR,1400.0,1515.0
6682998,CSC,323,1,201110,3,,A,MWF,1100.0,1150.0
6682998,CSC,425,1,201110,3,,B,TR,800.0,915.0
6682998,MGT,371,500,201110,3,,A,W,1600.0,1830.0
8090197,COM,111,13,201110,3,,B,M,1800.0,2030.0
8090197,HIS,133,42,201110,3,,D,R,1600.0,1830.0
8090197,MTH,233,2,201110,4,,F,R,1230.0,1345.0
8090197,MTH,233,2,201110,4,,F,MWF,900.0,950.0
8090197,PHY,241,1,201110,3,,C,TR,1100.0,1215.0
8090197,PHY,241L,20,201110,1,,C,W,1500.0,1750.0
26743959,AST,105,1,201110,3,,C,MWF,1100.0,1150.0
26743959,AST,105L,29,201110,1,,C,R,1230.0,1420.0
26743959,CSC,214,1,201110,3,,F,MWF,900.0,950.0
26743959,CSC,241,1,201110,3,,F,MWF,1000.0,1050.0
26743959,MTH,139,1,201110,3,,B,TR,930.0,1045.0
25788546,CSC,351,1,201110,3,,C,MWF,800.0,850.0
25788546,CSC,353,1,201110,3,,B,TR,1100.0,1215.0
25788546,MGT,373,22,201110,3,,B,W,1600.0,1830.0
25788546,MGT,383,1,201110,3,,B,TR,930.0,1045.0
25788546,MGT,422,2,201110,3,,B,TR,1230.0,1345.0
18659611,COM,111,8,201110,3,,C,T,1230.0,1345.0
18659611,COM,111,8,201110,3,,C,R,1230.0,1345.0
18659611,ENG,212,1,201110,3,,C,MW,1300.0,1415.0
18659611,GBU,485,20,201110,3,,A,,,
18659611,MGT,463,4,201110,3,,C,TR,1400.0,1515.0
555511,CHE,133,5,201110,3,,C,M,1500.0,1600.0
555511,CHE,133,5,201110,3,,C,TR,1100.0,1215.0
555511,CHE,133L,28,201110,1,,C,R,1700.0,1750.0
555511,CHE,133L,28,201110,1,,C,T,1700.0,1950.0
555511,COM,111,12,201110,3,,B,MWF,900.0,950.0
555511,ECO,231,3,201110,3,,A,MW,1300.0,1415.0
555511,MTH,139,1,201110,3,,C,TR,930.0,1045.0
555511,PSC,141,11,201110,3,,W6,TR,1230.0,1345.0
3371243,CSC,202,1,201110,3,,C,MW,1430.0,1545.0
3371243,KIN,120,3,201110,3,,A,MW,1300.0,1415.0
3371243,MTH,133,4,201110,3,,F,TR,930.0,1045.0
3371243,PSC,141,4,201110,3,,C,MWF,1000.0,1050.0
24416208,CSC,331,1,201110,3,,W6,TR,930.0,1045.0
24416208,CSC,351,1,201110,3,,B,MWF,800.0,850.0
24416208,ECO,231,1,201110,3,,B,MWF,900.0,950.0
24416208,KIN,110L,15,201110,2,,A,TR,1230.0,1345.0
24416208,KIN,114L,7,201110,2,,A,TR,1100.0,1215.0
24416208,PSY,133,2,201110,3,,B,MWF,1200.0,1250.0
10555777,CSC,102,1,201110,3,,QF,MWF,800.0,850.0
10555777,MTH,220,502,201110,3,,QF,,,
27181504,FIN,357,2,201110,3,,B,TR,1230.0,1345.0
27181504,FIN,373,1,201110,3,,A,TR,1100.0,1215.0
27181504,FIN,401,1,201110,3,,B,MW,1300.0,1415.0
27181504,FIN,433,1,201110,3,,A,MW,1100.0,1215.0
27181504,MGT,463,500,201110,3,,A,T,1600.0,1830.0
4675415,MGT,370,5,201110,3,,C,TR,1400.0,1515.0
4675415,MUP,136,1,201110,2,,A,MTWR,1600.0,1730.0
4675415,MUP,333,2,201110,1,,A,MWF,1200.0,1250.0
4675415,PSC,142,2,201110,3,,C,MW,1400.0,1515.0
4675415,SOC,362,1,201110,3,,C,MWF,1000.0,1050.0
4675415,SOC,471,91,201110,3,,B,TR,1100.0,1215.0
15203512,CJS,305,1,201110,3,,B,MWF,1000.0,1050.0
15203512,CJS,413,90,201110,3,,A,MWF,1200.0,1250.0
15203512,PBA,300,90,201110,3,,A,W,1600.0,1830.0
15203512,PSY,361,2,201110,3,,A,TR,930.0,1045.0
15203512,PSY,376,2,201110,3,,A,TR,1400.0,1515.0
23178557,BCM,247,500,201110,3,,B,,,
23178557,CSC,214,1,201110,3,,A,MWF,900.0,950.0
23178557,CSC,241,1,201110,3,,C,MWF,1000.0,1050.0
23178557,FIN,333,500,201110,3,,B,,,
24956413,CSC,211,1,201110,3,,C,TR,1230.0,1345.0
24956413,CSC,351,1,201110,3,,C,MWF,800.0,850.0
24956413,CSC,353,1,201110,3,,C,TR,1100.0,1215.0
24956413,HIS,134,10,201110,3,,C,TR,1400.0,1515.0
24956413,KIN,200L,12,201110,1,,A,TR,1500.0,1615.0
24956413,MTH,234,2,201110,4,,W6,W,1300.0,1415.0
24956413,MTH,234,2,201110,4,,W6,TR,930.0,1045.0
21543443,SOC,330,1,201110,3,,F,TR,1400.0,1515.0
27865018,ECO,231,2,201110,3,,D,MWF,1000.0,1050.0
27865018,FIN,333,1,201110,3,,W6,MW,1300.0,1415.0
27865018,MGT,370,1,201110,3,,C,MW,1430.0,1545.0
27865018,MTH,144,4,201110,3,,F,TR,930.0,1045.0
23241502,COM,170,2,201110,3,,QF,MW,1300.0,1415.0
23241502,KIN,234,2,201110,2,,C,TR,930.0,1045.0
23241502,MTH,098,9,201110,3,,RB,TR,1230.0,1345.0
23241502,PSC,141,3,201110,3,,C,TR,1100.0,1215.0
23241502,PSY,133,2,201110,3,,D,MWF,1200.0,1250.0
24026857,CHE,134,2,201110,3,,F,TR,1100.0,1215.0
24026857,CHE,134L,22,201110,1,,B,R,1300.0,1550.0
24026857,ENV,210,1,201110,3,,A,MW,800.0,850.0
24026857,ENV,210,21,201110,0,,,M,1300.0,1550.0
24026857,FOR,152,1,201110,3,,B,MW,900.0,950.0
24026857,FOR,152,22,201110,0,,,T,1400.0,1645.0
24026857,GIS,224,1,201110,3,,A,MW,1000.0,1050.0
24026857,GIS,224,22,201110,0,,,W,1200.0,1450.0
3496789,ACC,231,500,201110,3,,W6,,,
3496789,HIS,134,40,201110,3,,QF,M,1600.0,1830.0
2538154,CSC,211,1,201110,3,,B,TR,1230.0,1345.0
2538154,CSC,340,1,201110,3,,A,MWF,1000.0,1050.0
2538154,GBU,325,2,201110,3,,B,TR,1100.0,1215.0
2538154,SPA,241,1,201110,3,,B,TR,930.0,1045.0
13393246,AAS,101,4,201110,3,,B,TR,1100.0,1215.0
13393246,ENG,132,502,201110,3,,D,,,
13393246,MTC,362,1,201110,3,,A,TR,1230.0,1345.0
13393246,THR,370,1,201110,3,,C,T,1400.0,1600.0
13393246,THR,370,20,201110,0,,,R,1400.0,1600.0
29989573,BLW,335,1,201110,3,,F,TR,930.0,1045.0
29989573,HIS,133,10,201110,3,,F,MW,1300.0,1415.0
29989573,MGT,370,1,201110,3,,D,MW,1430.0,1545.0
